Benchmark,Best Score,Execution Time
Sphere,11.053269168484096,0.6448633670806885
Rastrigin,39.12424231084532,0.8303666114807129
Rosenbrock,142.31659792394328,0.928147554397583
Ackley,3.0138545427805075,0.8837916851043701
Griewank,1.063193680776149,0.9307737350463867
