Benchmark,Iteration,Best Score
Rastrigin,205,60.51124724184366
Rastrigin,206,60.51124724184366
Rastrigin,207,60.51124724184366
Rastrigin,208,60.51124724184366
Rastrigin,209,60.51124724184366
Rastrigin,210,60.51124724184366
Rastrigin,211,60.51124724184366
Rastrigin,212,60.51124724184366
Rastrigin,213,60.51124724184366
Rastrigin,214,60.51124724184366
Rastrigin,215,60.51124724184366
Rastrigin,216,60.51124724184366
Rastrigin,217,60.51124724184366
Rastrigin,218,60.51124724184366
Rastrigin,219,57.89842645406076
Rastrigin,220,57.89842645406076
Rastrigin,221,57.89842645406076
Rastrigin,222,57.89842645406076
Rastrigin,223,57.89842645406076
Rastrigin,224,57.89842645406076
Rastrigin,225,57.89842645406076
Rastrigin,226,57.89842645406076
Rastrigin,227,48.889359832441734
Rastrigin,228,48.889359832441734
Rastrigin,229,48.889359832441734
Rastrigin,230,48.889359832441734
Rastrigin,231,48.889359832441734
Rastrigin,232,48.889359832441734
Rastrigin,233,48.889359832441734
Rastrigin,234,48.889359832441734
Rastrigin,235,48.889359832441734
Rastrigin,236,48.889359832441734
Rastrigin,237,48.889359832441734
Rastrigin,238,48.889359832441734
Rastrigin,239,48.889359832441734
Rastrigin,240,48.889359832441734
Rastrigin,241,48.889359832441734
Rastrigin,242,48.889359832441734
Rastrigin,243,48.889359832441734
Rastrigin,244,48.889359832441734
Rastrigin,245,48.889359832441734
Rastrigin,246,42.428690566694314
Rastrigin,247,42.428690566694314
Rastrigin,248,42.428690566694314
Rastrigin,249,42.428690566694314
Rastrigin,250,42.428690566694314
Rastrigin,251,42.428690566694314
Rastrigin,252,42.428690566694314
Rastrigin,253,42.428690566694314
Rastrigin,254,42.428690566694314
Rastrigin,255,42.428690566694314
Rastrigin,256,42.428690566694314
Rastrigin,257,42.428690566694314
Rastrigin,258,42.428690566694314
Rastrigin,259,42.428690566694314
Rastrigin,260,42.428690566694314
Rastrigin,261,42.428690566694314
Rastrigin,262,42.428690566694314
Rastrigin,263,42.428690566694314
Rastrigin,264,42.428690566694314
Rastrigin,265,42.428690566694314
Rastrigin,266,42.428690566694314
Rastrigin,267,42.428690566694314
Rastrigin,268,42.428690566694314
Rastrigin,269,40.334701849548836
Rastrigin,270,40.334701849548836
Rastrigin,271,40.334701849548836
Rastrigin,272,40.334701849548836
Rastrigin,273,40.334701849548836
Rastrigin,274,40.334701849548836
Rastrigin,275,40.334701849548836
Rastrigin,276,40.334701849548836
Rastrigin,277,40.334701849548836
Rastrigin,278,40.334701849548836
Rastrigin,279,40.334701849548836
Rastrigin,280,40.334701849548836
Rastrigin,281,40.334701849548836
Rastrigin,282,40.334701849548836
Rastrigin,283,40.334701849548836
Rastrigin,284,40.334701849548836
Rastrigin,285,40.334701849548836
Rastrigin,286,40.334701849548836
Rastrigin,287,40.334701849548836
Rastrigin,288,40.334701849548836
Rastrigin,289,40.334701849548836
Rastrigin,290,39.640437952305064
Rastrigin,291,39.640437952305064
Rastrigin,292,39.640437952305064
Rastrigin,293,39.640437952305064
Rastrigin,294,39.640437952305064
Rastrigin,295,39.640437952305064
Rastrigin,296,39.640437952305064
Rastrigin,297,39.640437952305064
Rastrigin,298,39.39896848392519
Rastrigin,299,39.39896848392519
Rastrigin,300,39.12424231084532
Rosenbrock,1,35276429.9065023
Rosenbrock,2,35276429.9065023
Rosenbrock,3,22588665.198666744
Rosenbrock,4,22588665.198666744
Rosenbrock,5,22588665.198666744
Rosenbrock,6,22588665.198666744
Rosenbrock,7,22588665.198666744
Rosenbrock,8,22588665.198666744
Rosenbrock,9,21923329.37610299
Rosenbrock,10,21923329.37610299
Rosenbrock,11,21923329.37610299
Rosenbrock,12,21923329.37610299
Rosenbrock,13,21923329.37610299
Rosenbrock,14,21923329.37610299
Rosenbrock,15,21923329.37610299
Rosenbrock,16,13830792.141695367
Rosenbrock,17,13830792.141695367
Rosenbrock,18,13830792.141695367
Rosenbrock,19,13830792.141695367
Rosenbrock,20,13830792.141695367
Rosenbrock,21,13830792.141695367
Rosenbrock,22,13830792.141695367
Rosenbrock,23,13830792.141695367
Rosenbrock,24,13830792.141695367
Rosenbrock,25,13830792.141695367
Rosenbrock,26,13830792.141695367
Rosenbrock,27,13830792.141695367
Rosenbrock,28,13830792.141695367
Rosenbrock,29,13830792.141695367
Rosenbrock,30,13830792.141695367
Rosenbrock,31,13830792.141695367
Rosenbrock,32,13830792.141695367
Rosenbrock,33,13830792.141695367
Rosenbrock,34,13830792.141695367
Rosenbrock,35,13830792.141695367
Rosenbrock,36,13830792.141695367
Rosenbrock,37,13830792.141695367
Rosenbrock,38,13830792.141695367
Rosenbrock,39,5877783.512996146
Rosenbrock,40,5877783.512996146
Rosenbrock,41,3244584.271235365
Rosenbrock,42,3244584.271235365
Rosenbrock,43,3244584.271235365
Rosenbrock,44,3244584.271235365
Rosenbrock,45,3244584.271235365
Rosenbrock,46,3244584.271235365
Rosenbrock,47,3244584.271235365
Rosenbrock,48,3244584.271235365
Rosenbrock,49,3244584.271235365
Rosenbrock,50,3244584.271235365
Rosenbrock,51,357537.0840286812
Rosenbrock,52,357537.0840286812
Rosenbrock,53,357537.0840286812
Rosenbrock,54,357537.0840286812
Rosenbrock,55,357537.0840286812
Rosenbrock,56,357537.0840286812
Rosenbrock,57,357537.0840286812
Rosenbrock,58,357537.0840286812
Rosenbrock,59,357537.0840286812
Rosenbrock,60,357537.0840286812
Rosenbrock,61,357537.0840286812
Rosenbrock,62,357537.0840286812
Rosenbrock,63,357537.0840286812
Rosenbrock,64,357537.0840286812
Rosenbrock,65,357537.0840286812
Rosenbrock,66,357537.0840286812
Rosenbrock,67,357537.0840286812
Rosenbrock,68,357537.0840286812
Rosenbrock,69,357537.0840286812
Rosenbrock,70,357537.0840286812
Rosenbrock,71,357537.0840286812
Rosenbrock,72,357537.0840286812
Rosenbrock,73,357537.0840286812
Rosenbrock,74,357537.0840286812
Rosenbrock,75,357537.0840286812
Rosenbrock,76,357537.0840286812
Rosenbrock,77,357537.0840286812
Rosenbrock,78,357537.0840286812
Rosenbrock,79,357537.0840286812
Rosenbrock,80,357537.0840286812
Rosenbrock,81,357537.0840286812
Rosenbrock,82,357537.0840286812
Rosenbrock,83,357537.0840286812
Rosenbrock,84,357537.0840286812
Rosenbrock,85,357537.0840286812
Rosenbrock,86,357537.0840286812
Rosenbrock,87,357537.0840286812
Rosenbrock,88,357537.0840286812
Rosenbrock,89,357537.0840286812
Rosenbrock,90,357537.0840286812
Rosenbrock,91,357537.0840286812
Rosenbrock,92,357537.0840286812
Rosenbrock,93,357537.0840286812
Rosenbrock,94,357537.0840286812
Rosenbrock,95,357537.0840286812
Rosenbrock,96,357537.0840286812
Rosenbrock,97,357537.0840286812
Rosenbrock,98,357537.0840286812
Rosenbrock,99,357537.0840286812
Rosenbrock,100,357537.0840286812
Rosenbrock,101,357537.0840286812
Rosenbrock,102,357537.0840286812
Rosenbrock,103,357537.0840286812
Rosenbrock,104,357537.0840286812
Rosenbrock,105,357537.0840286812
Rosenbrock,106,357537.0840286812
Rosenbrock,107,357537.0840286812
Rosenbrock,108,357537.0840286812
Rosenbrock,109,357537.0840286812
Rosenbrock,110,357537.0840286812
Rosenbrock,111,357537.0840286812
Rosenbrock,112,357537.0840286812
Rosenbrock,113,357537.0840286812
Rosenbrock,114,357537.0840286812
Rosenbrock,115,357537.0840286812
Rosenbrock,116,357537.0840286812
Rosenbrock,117,357537.0840286812
Rosenbrock,118,357537.0840286812
Rosenbrock,119,357537.0840286812
Rosenbrock,120,357537.0840286812
Rosenbrock,121,357537.0840286812
Rosenbrock,122,357537.0840286812
Rosenbrock,123,357537.0840286812
Rosenbrock,124,357537.0840286812
Rosenbrock,125,357537.0840286812
Rosenbrock,126,357537.0840286812
Rosenbrock,127,357537.0840286812
Rosenbrock,128,357537.0840286812
Rosenbrock,129,357537.0840286812
Rosenbrock,130,357537.0840286812
Rosenbrock,131,357537.0840286812
Rosenbrock,132,357537.0840286812
Rosenbrock,133,357537.0840286812
Rosenbrock,134,357537.0840286812
Rosenbrock,135,357537.0840286812
Rosenbrock,136,357537.0840286812
Rosenbrock,137,357537.0840286812
Rosenbrock,138,357537.0840286812
Rosenbrock,139,357537.0840286812
Rosenbrock,140,357537.0840286812
Rosenbrock,141,357537.0840286812
Rosenbrock,142,357537.0840286812
Rosenbrock,143,357537.0840286812
Rosenbrock,144,357537.0840286812
Rosenbrock,145,357537.0840286812
Rosenbrock,146,357537.0840286812
Rosenbrock,147,357537.0840286812
Rosenbrock,148,357537.0840286812
Rosenbrock,149,357537.0840286812
Rosenbrock,150,357537.0840286812
Rosenbrock,151,357537.0840286812
Rosenbrock,152,357537.0840286812
Rosenbrock,153,357537.0840286812
Rosenbrock,154,357537.0840286812
Rosenbrock,155,357537.0840286812
Rosenbrock,156,357537.0840286812
Rosenbrock,157,357537.0840286812
Rosenbrock,158,357537.0840286812
Rosenbrock,159,357537.0840286812
Rosenbrock,160,357537.0840286812
Rosenbrock,161,357537.0840286812
Rosenbrock,162,357537.0840286812
Rosenbrock,163,357537.0840286812
Rosenbrock,164,357537.0840286812
Rosenbrock,165,357537.0840286812
Rosenbrock,166,357537.0840286812
Rosenbrock,167,357537.0840286812
Rosenbrock,168,357537.0840286812
Rosenbrock,169,357537.0840286812
Rosenbrock,170,357537.0840286812
Rosenbrock,171,357537.0840286812
Rosenbrock,172,357537.0840286812
Rosenbrock,173,357537.0840286812
Rosenbrock,174,357537.0840286812
Rosenbrock,175,357537.0840286812
Rosenbrock,176,357537.0840286812
Rosenbrock,177,357537.0840286812
Rosenbrock,178,357537.0840286812
Rosenbrock,179,357537.0840286812
Rosenbrock,180,357537.0840286812
Rosenbrock,181,357537.0840286812
Rosenbrock,182,357537.0840286812
Rosenbrock,183,357537.0840286812
Rosenbrock,184,357537.0840286812
Rosenbrock,185,357537.0840286812
Rosenbrock,186,357537.0840286812
Rosenbrock,187,357537.0840286812
Rosenbrock,188,357537.0840286812
Rosenbrock,189,357537.0840286812
Rosenbrock,190,357537.0840286812
Rosenbrock,191,357537.0840286812
Rosenbrock,192,357537.0840286812
Rosenbrock,193,357537.0840286812
Rosenbrock,194,357537.0840286812
Rosenbrock,195,247586.40039533554
Rosenbrock,196,247586.40039533554
Rosenbrock,197,220266.22258551721
Rosenbrock,198,220266.22258551721
Rosenbrock,199,220266.22258551721
Rosenbrock,200,220266.22258551721
Rosenbrock,201,220266.22258551721
Rosenbrock,202,220266.22258551721
Rosenbrock,203,220266.22258551721
Rosenbrock,204,220266.22258551721
Rosenbrock,205,220266.22258551721
Rosenbrock,206,220266.22258551721
Rosenbrock,207,220266.22258551721
Rosenbrock,208,220266.22258551721
Rosenbrock,209,220266.22258551721
Rosenbrock,210,220266.22258551721
Rosenbrock,211,220266.22258551721
Rosenbrock,212,207384.4414960593
Rosenbrock,213,207384.4414960593
Rosenbrock,214,207384.4414960593
Rosenbrock,215,207384.4414960593
Rosenbrock,216,207384.4414960593
Rosenbrock,217,207384.4414960593
Rosenbrock,218,207384.4414960593
Rosenbrock,219,207384.4414960593
Rosenbrock,220,67278.63122402571
Rosenbrock,221,67278.63122402571
Rosenbrock,222,67278.63122402571
Rosenbrock,223,67278.63122402571
Rosenbrock,224,67278.63122402571
Rosenbrock,225,67278.63122402571
Rosenbrock,226,67278.63122402571
Rosenbrock,227,67278.63122402571
Rosenbrock,228,67278.63122402571
Rosenbrock,229,67278.63122402571
Rosenbrock,230,67278.63122402571
Rosenbrock,231,67278.63122402571
